date,ticker,direction,entry_price,stop_price,take_profit_price,exit_price,exit_type,atr_multiplier,shares,gross_pnl,costs,net_pnl,capital_after
2011-11-07,GETINGE_5_min,long,167.175398,162.94391164285713,175.63837071428574,165.401131,eod,1.0,232.41144199532914,-412.35995195472873,46.37675440721483,-458.73670636194356,97885.84789835173
2011-11-09,GETINGE_5_min,short,168.062532,172.09687757142856,159.99384085714289,166.485406,eod,1.0,242.63129215202653,382.6601192665552,48.70307909024163,333.9570401763136,98219.80493852805
2011-11-10,GETINGE_5_min,long,165.10542,160.98658557142858,173.34308885714287,166.583976,eod,1.0,238.46504792035157,352.58392739292276,47.45779662708748,305.1261307658353,98524.93106929389
2011-11-30,GETINGE_5_min,long,163.528294,159.177115,172.230652,170.428222,eod,1.0,226.43272333612074,1562.3694878631568,45.37121003623366,1516.9982778269232,100041.92934712081
2011-12-01,GETINGE_5_min,long,172.301059,167.56967992857145,181.76381714285714,169.245377,eod,1.0,211.4434879066132,-646.1040600134596,43.3306618259477,-689.4347218394073,99352.4946252814
2011-12-02,GETINGE_5_min,short,170.526792,175.17368221428572,161.23301157142856,170.03394,eod,1.0,213.80426488202073,105.3738595556335,43.688002171765724,61.68585738386778,99414.18048266527
2011-12-07,GETINGE_5_min,short,171.413926,175.6383717142857,162.9650345714286,172.301059,eod,1.0,235.33070894124336,-208.76963781517338,48.53201465626729,-257.30165247144066,99156.87883019382
2011-12-08,GETINGE_5_min,short,172.39963,176.55366821428572,164.09155357142856,169.245377,eod,1.0,238.6999678750998,752.9200897699399,48.93039131735294,703.9896984525869,99860.8685286464
2011-12-09,GETINGE_5_min,long,167.963962,163.71839414285716,176.4550977142857,165.499702,eod,1.0,235.2120420372933,-579.6236267108194,47.060801612806706,-626.6844283236261,99234.18410032277
2011-12-12,GETINGE_5_min,long,164.908279,160.7472,173.230437,164.612568,eod,1.0,238.48185554833915,-70.52170798605086,47.150845820652215,-117.67255380670306,99116.51154651608
